"clinic_name","clinic_addr_line1","clinic_suite","clinic_addr_line2","clinic_city_desc","clinic_state_desc","clinic_zip","county_desc","total_volume_ordered","most_recent_order_date","georeferenced_latitude_longitude","total_pfizer_ordered","total_moderna_ordered","total_janssen_ordered"
"GIANT PHARMACY-6253","130 OLD YORK ROAD",,,"NEW CUMBERLAND","PA","17070","Cumberland",,,"POINT (-76.859992 40.215176)",,,
"CVS/pharmacy02496","890 Welsh Road",,,"Maple Glen","Pennsylvania","19002","Montgomery",,,,,,
"PHN-Sharon Medical Group-Suite 2","63 Pitt St","301",,"Sharon","Pennsylvania","16146","Mercer","100","2021-04-13T00:00:00.000","POINT (-80.507917 41.23373)",,,
"RITE AID STORE #00857","169 WEST LANCASTER AVENUE",,,"ARDMORE","Pennsylvania","19003","Delaware",,,"POINT (-75.294546 40.009665)",,,
"RITE AID STORE #04840","1000 NORTH CHURCH STREET",,,"HAZLETON","Pennsylvania","18201","Luzerne",,,"POINT (-75.978044 40.973194)",,,
"GIANT PHARMACY-6091","1760 DEKALB PIKE",,,"BLUE BELL","PA","19422","Montgomery",,,"POINT (-75.307212 40.149205)",,,
"Bath Rx Inc","310 South Walnut St",,,"Bath","Pennsylvania","18014","Northampton",,,"POINT (-75.392723 40.723163)",,,
"Wegmans Pharmacy #135","2000 Crossings Blvd",,,"Lancaster","Pennsylvania","17601","Lancaster",,,"POINT (-76.34046 40.05909)",,,
"RITE AID STORE #03610","1786-I COLUMBIA AVENUE",,,"COLUMBIA","Pennsylvania","17512","Lancaster",,,"POINT (-76.475514 40.031854)",,,
"Yorke Pharmacy","5524 new falls road",,,"Levittown","Pennsylvania","19056","Bucks","200","2021-04-13T00:00:00.000","POINT (-74.871435 40.143257)",,,
"WMCHC-Highland Phys Fam Hlth Ctr","1839 Fair Avenue",,,"Honesdale","Pennsylvania","18431","Wayne","2000","2021-04-13T00:00:00.000","POINT (-75.262474 41.589347)",,,
"Weis Pharmacy-104","2065 Springwood Rd",,,"York","PA","17403","York",,,"POINT (-76.690631 39.938258)",,,
"Excela Health Frick Hospital","508 South Church Street",,,"Mount Pleasant","Pennsylvania","15666","Westmoreland","1700","2021-04-13T00:00:00.000","POINT (-79.548217 40.146369)",,,
"CVS/pharmacy06764","1321 Allegheny Street",,,"Jersey Shore","Pennsylvania","17740","Lycoming",,,"POINT (-77.274032 41.201836)",,,
"Giant Eagle Pharmacy-2413","2000 Penny Lane Drive",,,"Jeannette","Pennsylvania","15644","Westmoreland",,,"POINT (-79.642925 40.366031)",,,
"CVS/pharmacy17572","100 Upland Square Dr",,,"Pottstown","PA","194641575","Montgomery",,,"POINT (-75.65458 40.268399)",,,
"Giant Eagle Pharmacy-2412","2001 Lincoln Way",,,"White Oak","Pennsylvania","15131","Allegheny",,,"POINT (-79.804248 40.334352)",,,
"Weis Pharmacy-154","600 Hunter Hwy",,,"Tunkhannock","Pennsylvania","18657","Wyoming",,,"POINT (-75.948453 41.529231)",,,
"GIANT PHARMACY-6265","1201 KNAPP ROAD",,,"NORTH WALES","PA","19454","Montgomery",,,"POINT (-75.240973 40.226013)",,,
"RITE AID STORE #01384","450 BLUE VALLEY DRIVE",,,"BANGOR","Pennsylvania","18013","Northampton",,,"POINT (-75.233743 40.871816)",,,
"Walgreens Store # 9801","6379 Hamilton Blvd",,,"Allentown","Pennsylvania","18106","Lehigh",,,"POINT (-75.581015 40.555631)",,,
"RITE AID STORE #01147","175 WILSON ROAD",,,"BENTLEYVILLE","Pennsylvania","15314","Washington",,,"POINT (-80.001602 40.129622)",,,
"RITE AID STORE #04260","4299 UNION DEPOSIT ROAD",,,"HARRISBURG","Pennsylvania","17111","Dauphin",,,"POINT (-76.814476 40.27901)",,,
"RITE AID STORE #00263","685 NORTH MAIN STREET",,,"GREENSBURG","Pennsylvania","15601","Westmoreland",,,"POINT (-79.548291 40.315891)",,,
"Weis Pharmacy-36","1100 North 4th Street",,,"Sunbury","Pennsylvania","17801","Northumberland",,,"POINT (-76.784799 40.873019)",,,
"Clarion Osteopathic Hospital","1 Hospital Drive",,,"Clarion","Pennsylvania","16214","Clarion","2340","2021-04-13T00:00:00.000","POINT (-79.396832 41.19187)",,,
"Hyndman Area Health Center-Johnstown","203 College Park Plaza",,,"Johnstown","Pennsylvania","15904","Cambria","500","2021-04-13T00:00:00.000","POINT (-78.8488 40.276966)",,,
"VDI-See Right Pharmacy","2647 N 6th St",,,"Harrisburg","Pennsylvania","17110","Dauphin","500","2021-04-13T00:00:00.000","POINT (-76.894576 40.289845)",,,
"RITE AID STORE #00873","500 N. CLAUDE LORD BOULEVARD",,,"POTTSVILLE","Pennsylvania","17901","Schuylkill",,,"POINT (-76.188135 40.697197)",,,
"CVS/pharmacy17585","160 W Dekalb Pike",,,"King of Prussia","PA","194062327","Montgomery",,,"POINT (-75.365794 40.093879)",,,
"15toknow","250 Mall Blvd",,,"King of Prussia","Pennsylvania","19406","Montgomery","1170","2021-04-13T00:00:00.000","POINT (-75.390941 40.090833)",,,
"RITE AID STORE #02476","101 MAIN STREET",,,"RIDGWAY","Pennsylvania","15853","Elk",,,"POINT (-78.733245 41.420713)",,,
"RITE AID STORE #11119","644 WEST LANCASTER AVE.",,,"WAYNE","Pennsylvania","19087","Chester",,,"POINT (-75.40486 40.045894)",,,
"Hometown Health Care of NEPA Inc.","921 Drinker Turnpike","13",,"Moscow","Pennsylvania","18444","Lackawanna","2340","2021-04-13T00:00:00.000","POINT (-75.514251 41.310339)",,,
"RITE AID STORE #00507","10 SOUTH CENTER STREET",,,"POTTSVILLE","Pennsylvania","17901","Schuylkill",,,"POINT (-76.194863 40.684784)",,,
"Endless Mountains Pharmacy","1638 State Route 106",,"PO Box 189","Clifford","Pennsylvania","18413","Susquehanna",,,"POINT (-75.598087 41.648539)",,,
"RITE AID STORE #11115","547 WEST TRENTON AVENUE",,,"Morrisville","Pennsylvania","19067","Bucks",,,"POINT (-74.79419 40.211306)",,,
"RITE AID STORE #10975","201 WEST MAHONING STREET",,,"PUNXSUTAWNEY","Pennsylvania","15767","Jefferson",,,"POINT (-78.972842 40.943165)",,,
"Quik Stop Pharmacy of Barley Station Inc","3506 E Lincoln Highway",,,"Thorndale","Pennsylvania","19372","Chester","100","2021-04-13T00:00:00.000","POINT (-75.752443 39.99494)",,,
"Walgreens Store # 9804","180 W. Main St.",,,"Uniontown","Pennsylvania","15401","Fayette",,,"POINT (-79.732125 39.901122)",,,
"RITE AID STORE #11077","920 WILKES-BARRE TWN. BLVD",,,"WILKES-BARRE","Pennsylvania","18702","Luzerne",,,"POINT (-75.88046 41.22374)",,,
"RITE AID STORE #11096","1035 COUNTY LINE ROAD",,,"Southampton","Pennsylvania","18966","Bucks",,,,,,
"RITE AID STORE #00836","1781 STEFKO BOULEVARD",,,"BETHLEHEM","Pennsylvania","18017","Northampton",,,"POINT (-75.349183 40.637741)",,,
"RITE AID STORE #02545","1001 JEFFERSON AVENUE",,,"WASHINGTON","Pennsylvania","15301","Washington",,,"POINT (-80.264616 40.182611)",,,
"RITE AID STORE #03400","420 NORTH 3RD STREET",,,"WOMELSDORF","Pennsylvania","19567","Berks",,,"POINT (-76.188756 40.371154)",,,
"GIANT PHARMACY-6122","1969 E 3RD ST",,,"Williamsport","Pennsylvania","17701","Lycoming","100","2021-04-13T00:00:00.000","POINT (-76.96158 41.24827)",,,
"CVS/pharmacy17618","6231 PENN AVE",,,"PITTSBURGH","PA","152063978","Allegheny",,,"POINT (-79.921928 40.460417)",,,
"CVS/pharmacy02370","3865 Derry Street",,,"Harrisburg","Pennsylvania","17111","Dauphin",,,"POINT (-76.820606 40.257917)",,,
"Giant Eagle Pharmacy-78","230 Rodi Rd.",,,"Penn Hills","Pennsylvania","15235","Allegheny",,,"POINT (-79.824082 40.462001)",,,
"MARTINS PHARMACY-6288","221 GLIMCHER DRIVE",,,"DUNCANSVILLE","PA","16635","Blair",,,"POINT (-78.410863 40.432065)",,,
"Giant Eagle Pharmacy-77","254 Yost Blvd.",,,"Pittsburgh","Pennsylvania","15221","Allegheny",,,"POINT (-79.855079 40.413274)",,,
"Walmart Store #2023","1355 E LEHMAN ST",,,"LEBANON","Pennsylvania","17046","Lebanon",,,"POINT (-76.390519 40.347255)",,,
"Walmart Store #3501","100 CROSSINGS BLVD",,,"ELVERSON","Pennsylvania","19520","Chester",,,"POINT (-75.862511 40.152959)",,,
"Hazle Drugs","1 East Broad Street",,,"Hazleton","Pennsylvania","18201","Luzerne","300","2021-04-13T00:00:00.000","POINT (-75.973781 40.954007)",,,
"CVS/Pharmacy 16995","2251 York Crossing Dr",,,"York","Pennsylvania","17408","York",,,"POINT (-76.776907 39.964785)",,,
"AFC Urgent Care Warrington","781 Easton Rd",,,"Warrington","Pennsylvania","18976","Bucks","100","2021-04-13T00:00:00.000","POINT (-75.137276 40.233789)",,,
"RITE AID STORE #03412","1800-1814 MORNINGSIDE AVENUE",,,"PITTSBURGH","Pennsylvania","15206","Allegheny",,,"POINT (-79.926999 40.486651)",,,
"RITE AID STORE #01448","412 BROADWAY STREET",,,"CORAOPOLIS","Pennsylvania","15108","Allegheny",,,"POINT (-80.161093 40.516553)",,,
"Walmart Store #5229","1000 EASTON RD STE 200",,,"WYNCOTE","Pennsylvania","19095","Montgomery",,,"POINT (-75.171447 40.082063)",,,
"North Penn Comprehensive Health Services","7 Water St",,,"Wellsboro","Pennsylvania","16901","Tioga","300","2021-04-13T00:00:00.000","POINT (-77.301143 41.749471)",,,
"RITE AID STORE #11162","1856 NORTH BROAD STREET",,,"LANSDALE","Pennsylvania","19446","Montgomery",,,"POINT (-75.265716 40.258278)",,,
"RITE AID STORE #00208","15 SOUTH MAIN STREET",,,"SHENANDOAH","Pennsylvania","17976","Schuylkill",,,"POINT (-76.201201 40.820351)",,,
"Reading Opportunity Center for Children","Reading HS","Health Rm","801 N 13th Street","Reading","Pennsylvania","19604","Berks","400","2021-04-13T00:00:00.000",,,,
"UPMC Passavant Cranberry","1 St Francis Way",,,"Cranberry Twp","Pennsylvania","16066","Butler","1170","2021-04-13T00:00:00.000",,,,
"West Perry Pharmacy","1102 MONTOUR ROAD",,,"Loysville","Pennsylvania","17047","Perry","100","2021-04-13T00:00:00.000","POINT (-77.339076 40.364063)",,,
"CVS/pharmacy01048","351 W. Schuylkill Rd, Suite SQ2",,,"Pottstown","Pennsylvania","19465","Chester",,,"POINT (-75.662171 40.233362)",,,
"RITE AID STORE #07894","4999 JONESTOWN RD",,,"Harrisburg","Pennsylvania","17109","Dauphin",,,"POINT (-76.805603 40.306378)",,,
"Walmart Store #2540","63 PERKINS RD",,,"CLARION","Pennsylvania","16214","Clarion",,,"POINT (-79.39467 41.189983)",,,
"CVS/pharmacy01036","2434 Catasauqua Road",,,"Bethlehem","Pennsylvania","18018","Lehigh",,,"POINT (-75.427282 40.642897)",,,
"Riccio Family Pharmacy","2217 Bristol Pike","2",,"Bensalem","Pennsylvania","19020","Bucks","200","2021-04-13T00:00:00.000","POINT (-74.950644 40.077534)",,,
"Phoebe Services Pharmacy-Allentown","6520 Stonegate Dr",,,"Allentown","Pennsylvania","18106","Lehigh",,,"POINT (-75.606479 40.595688)",,,
"Giant Eagle Pharmacy-2416","200 Station Street",,,"Mc Donald","Pennsylvania","15057","Washington",,,"POINT (-80.235542 40.367554)",,,
"RITE AID STORE #11017","3200 MARKET  STREET",,,"CAMP HILL","Pennsylvania","17011","Cumberland",,,"POINT (-76.935147 40.239764)",,,
"Klingensmiths Drug Stores Inc","313 FORD ST",,,"Ford City","Pennsylvania","16226","Armstrong","100","2021-04-13T00:00:00.000","POINT (-79.532271 40.771071)",,,
"RITE AID STORE #04965","201 GRACE STREET",,,"PITTSBURGH","Pennsylvania","15211","Allegheny",,,,,,
"Walmart Store #3541","516 SCHOOL HOUSE RD",,,"KENNETT SQUARE","Pennsylvania","19348","Chester",,,"POINT (-75.69149 39.859887)",,,
"CWC-Costco Pharmacy 00327","5125 Jonestown Road","221",,"Harrisburg","Pennsylvania","17112","Dauphin",,,"POINT (-76.801278 40.311318)",,,
"CVS/pharmacy16635","200 Mill Road",,,"Phoenixville","PA","194601434","Chester",,,"POINT (-75.452184 40.130659)",,,
"VDI-Gateway Pharmacy","165 Nutt Road",,,"Phoenixville","Pennsylvania","19460","Chester",,,"POINT (-75.525371 40.128268)",,,
"Family Pharmacy of Carbondale","70 N Church St",,,"Carbondale","Pennsylvania","18407","Lackawanna",,,"POINT (-75.498548 41.575296)",,,
"CVS/pharmacy01575","401 Duke St.",,,"Northumberland","Pennsylvania","17857","Northumberland",,,"POINT (-76.801411 40.890865)",,,
"Giant Eagle Pharmacy-2415","1521 N Main Street  EXT",,,"Butler","Pennsylvania","16001","Butler",,,"POINT (-79.907745 40.89649)",,,
"Weis Pharmacy-78","15260 KUTZTOWN RD",,,"Kutztown","Pennsylvania","19530","Berks",,,"POINT (-75.765862 40.528383)",,,
"Moses Taylor Hospital","PHARMACY",,"700 QUINCY AVENUE","Scranton","Pennsylvania","18510","Lackawanna","200","2021-04-13T00:00:00.000",,,,
"RITE AID STORE #11068","609 LUZERNE STREET",,,"SCRANTON","Pennsylvania","18504","Lackawanna",,,"POINT (-75.67829 41.405338)",,,
"Sanatoga Pharmacy","1630 E High Street",,"Building 2","Pottstown","Pennsylvania","19464","Montgomery",,,"POINT (-75.610137 40.243963)",,,
"Quality Care Pharmacys","1 Sprint Drive",,,"Carlisle","Pennsylvania","17015","Cumberland","1000","2021-04-13T00:00:00.000","POINT (-77.220289 40.180115)",,,
"MLHC-Lankenau Medical Center","100 E LANCASTER AVE",,"Inpatient Pharmacy","Wynnewood","Pennsylvania","19096","Montgomery","2340","2021-04-13T00:00:00.000","POINT (-75.265557 39.993575)",,,
"CVS/pharmacy00147","1109 West Chester Pike, Pep Boys Bldg.",,,"Havertown","Pennsylvania","19083","Delaware",,,"POINT (-75.314597 39.972269)",,,
"Walgreens Store # 10386","508 E. Plank Rd.",,,"Altoona","Pennsylvania","16602","Blair",,,"POINT (-78.403144 40.479361)",,,
"GIANT PHARMACY-6518","2350 SUSQUEHANNA ROAD",,,"ROSLYN","PA","19001","Montgomery",,,"POINT (-75.134547 40.12179)",,,
"AHN FORBES HOSPITAL","PHARMACY",,"2570 HAYMAKER ROAD","MONROEVILLE","PENNSYLVANIA","15146","Allegheny","1170","2021-04-13T00:00:00.000",,,,
"CVS/pharmacy01178","702 Chestnut Street",,,"Emmaus","Pennsylvania","18049","Lehigh",,,"POINT (-75.499416 40.531768)",,,
"Redners Pharmacy #38","110 Northside Commons",,,"Palmyra","Pennsylvania","17078","Lebanon",,,"POINT (-76.589939 40.284263)",,,
"RITE AID STORE #00274","1700 MURRAY AVENUE",,,"PITTSBURGH","Pennsylvania","15217","Allegheny",,,"POINT (-79.922983 40.437837)",,,
"Uniontown Hospital","500 West Berkeley Street",,,"Uniontown","Pennsylvania","15401","Fayette","3510","2021-04-13T00:00:00.000","POINT (-79.737619 39.901996)",,,
"Walmart Store #2611","2100 SUMMIT RIDGE PLZ",,,"MT PLEASANT","Pennsylvania","15666","Westmoreland",,,"POINT (-79.547845 40.127366)",,,
"AHN-Allegheny Valley Hospital","1301 Carlisle Street",,,"Natrona Heights","Pennsylvania","15065","Allegheny","1170","2021-04-13T00:00:00.000","POINT (-79.737106 40.617378)",,,
"CVS/pharmacy10249","1650 MENOHER BLVD.",,,"Johnstown","Pennsylvania","15905","Cambria",,,"POINT (-78.956348 40.315635)",,,
"Weis Pharmacy-17","1700-A Fruitville Pike",,,"Lancaster","PA","17601","Lancaster",,,"POINT (-76.315965 40.067948)",,,
"RITE AID STORE #10907","2100 WASHINGTON PIKE",,,"CARNEGIE","Pennsylvania","15106","Allegheny",,,"POINT (-80.087992 40.390377)",,,
"CVS/pharmacy17186","87 Wagner Rd",,,"Monaca","PA","150612141","Beaver",,,"POINT (-80.311539 40.679881)",,,
"AHOLD USA-GIANT PHARMACY-6112","255 S SPRING GARDEN STREET",,,"CARLISLE","PA","17013","Cumberland",,,"POINT (-77.181721 40.196578)",,,
"Weis Pharmacy-131","3885 Union Deposit Road",,,"Harrisburg","PA","17109","Dauphin",,,"POINT (-76.824615 40.27828)",,,
"GIANT PHARMACY-6300","3175 CAPE HORN ROAD",,,"RED LION","PA","17356","York",,,"POINT (-76.630756 39.917342)",,,
"CVS/pharmacy16608","155 Pocono Commons",,,"Stroudsburg","Pennsylvania","18360","Monroe",,,"POINT (-75.244033 40.996602)",,,
"RITE AID STORE #02685","838 FIFTH AVENUE",,,"FORD CITY","Pennsylvania","16226","Armstrong",,,"POINT (-79.531054 40.769225)",,,
"Giant Eagle Pharmacy-84","100 N MAIN ST",,,"Du Bois","Pennsylvania","15801","Clearfield",,,"POINT (-78.76763 41.123321)",,,
"Heritage Valley Health System-Beaver","1000 Dutch Ridge Road",,,"Beaver","Pennsylvania","15009","Beaver","3510","2021-04-13T00:00:00.000","POINT (-80.324352 40.710345)",,,
"RITE AID STORE #01976","207 ROUTE 6 WEST",,,"COUDERSPORT","Pennsylvania","16915","Potter",,,"POINT (-78.029963 41.7671)",,,
"Yorktown Pharmacy","8110 Old York Road","B",,"Elkins Park","Pennsylvania","19027","Montgomery","300","2021-04-13T00:00:00.000","POINT (-75.127344 40.077038)",,,
"LGH-Lancaster General Hospital","555 North Duke Street",,,"Lancaster","Pennsylvania","17603","Lancaster","1000","2021-04-13T00:00:00.000","POINT (-76.305328 40.046975)",,,
"Newhard Pharmacy","1001 Main Street",,,"Northampton","Pennsylvania","18067","Northampton",,,"POINT (-75.4889 40.679147)",,,
"Giant Eagle Pharmacy-9","State Routes 30 & 66",,,"Greensburg","Pennsylvania","15601","Westmoreland",,,,,,
"Crozer-Chester Medical Center","1 Medical Center Blvd",,"Department of Pharmacy","Upland","Pennsylvania","19013","Delaware","3510","2021-04-13T00:00:00.000","POINT (-75.369786 39.855608)",,,
"RITE AID STORE #01768","1620 MAIN STREET",,,"NORTHAMPTON","Pennsylvania","18067","Northampton",,,"POINT (-75.495913 40.685338)",,,
"Passport Health","847 Easton Rd","2800","Suite 2800","Warrington","Pennsylvania","18976","Bucks","200","2021-04-13T00:00:00.000","POINT (-75.135723 40.237862)",,,
"Walmart Store #2528","167 HOGAN BLVD",,,"MILL HALL","Pennsylvania","17751","Clinton",,,"POINT (-77.476944 41.116217)",,,
"GIANT PHARMACY-6316","1550 N MAIN ST",,,"Dickson City","Pennsylvania","18447","Lackawanna",,,"POINT (-75.46662 41.662382)",,,
"RITE AID STORE #03449","335 MAIN STREET",,,"GREENVILLE","Pennsylvania","16125","Mercer",,,"POINT (-80.379514 41.408146)",,,
"WELLSPAN GETTYSBURG HOSPITAL","PHARMACY",,"147 GETTYS STREET","GETTYSBURG","PENNSYLVANIA","17325","Adams","2340","2021-04-13T00:00:00.000",,,,
"GIANT PHARMACY-6055","325 W  FREEDOM AVENUE","STE 150",,"Burnham","Pennsylvania","17009","Mifflin",,,"POINT (-77.575048 40.629038)",,,
"CVS/pharmacy03598","599 Bell Tavern Blvd",,,"Downingtown","Pennsylvania","19335","Chester",,,"POINT (-75.683074 40.029075)",,,
"Anderson Pharmacy","334 Main Street",,,"Denver","Pennsylvania","17517","Lancaster",,,"POINT (-76.136135 40.232114)",,,
"CVS/pharmacy01193","835 Old York Road",,,"Jenkintown","Pennsylvania","19046","Montgomery",,,"POINT (-75.124125 40.106255)",,,
"RITE AID STORE #11055","1650 NORTH CEDAR CREST BLVD.",,,"ALLENTOWN","Pennsylvania","18104","Lehigh",,,"POINT (-75.533683 40.614552)",,,
"RITE AID STORE #00856","762 CHESTER PIKE",,,"PROSPECT PARK","Pennsylvania","19076","Delaware",,,"POINT (-75.305219 39.88297)",,,
"Mercer Pharmacy","737 Greenville Road",,,"Mercer","Pennsylvania","16134","Mercer","200","2021-04-13T00:00:00.000","POINT (-80.247945 41.247872)",,,
"RITE AID STORE #04286","5201 SPRING ROAD","6","PO BOX 370","SHERMANS DALE","Pennsylvania","17090","Perry",,,"POINT (-77.16542 40.319769)",,,
"Walmart Store #2230","373 BENNER PIKE",,,"STATE COLLEGE","Pennsylvania","16801","Centre",,,"POINT (-77.804128 40.831621)",,,
"Giant Eagle Pharmacy-4035","606 Erie St.",,,"Edinboro","Pennsylvania","16412","Erie",,,"POINT (-80.127639 41.888943)",,,
"Weis Pharmacy-181","552 State St",,,"Hamburg","Pennsylvania","19526","Berks",,,"POINT (-75.980249 40.556146)",,,
"RITE AID STORE #01814","113 WEST MAIN STREET",,,"WEST NEWTON","Pennsylvania","15089","Westmoreland",,,"POINT (-79.770657 40.211514)",,,
"CWC-Costco Pharmacy 00332","202 Costco Drive",,,"Pittsburgh","Pennsylvania","15205","Allegheny",,,"POINT (-80.167718 40.457348)",,,
"RITE AID STORE #07861","3145 MAIN STREET",,,"MORGANTOWN","Pennsylvania","19543","Berks",,,"POINT (-75.890344 40.15519)",,,
"RITE AID STORE #11101","705 W LANCASTER AVENUE",,,"BRYN MAWR","Pennsylvania","19010","Delaware",,,"POINT (-75.313972 40.019339)",,,
"INDIANA REGIONAL MEDICAL CENTER","835 HOSPITAL ROAD",,,"Indiana","Pennsylvania","15701","Indiana","2340","2021-04-13T00:00:00.000","POINT (-79.158891 40.608642)",,,
"RITE AID STORE #10955","1804 GOLDEN MILE HIGHWAY",,,"PITTSBURGH","Pennsylvania","15239","Allegheny",,,"POINT (-79.713871 40.446355)",,,
"Erics RX Shoppe","810 Welsh Rd","F",,"Horsham","Pennsylvania","19044","Montgomery","1470","2021-04-13T00:00:00.000","POINT (-75.179165 40.178356)",,,
"CVS/pharmacy00956","4361 Swamp Road",,,"Doylestown","Pennsylvania","18901","Bucks",,,,,,
"Doylestown Hospital","595 W State St",,,"Doylestown","Pennsylvania","18901","Bucks","2300","2021-04-13T00:00:00.000","POINT (-75.149449 40.302543)",,,
"VDI-Livingston Pharmacy","550 Miller Ave",,,"Clairton","Pennsylvania","15025","Allegheny","100","2021-04-13T00:00:00.000","POINT (-79.883134 40.293546)",,,
"GIANT PHARMACY-6445","1540 COWPATH ROAD","SUITE 110",,"HATFIELD","PA","19440","Montgomery",,,"POINT (-75.289159 40.273186)",,,
"RITE AID STORE #01370","725 LYSLE BOULEVARD",,,"MCKEESPORT","Pennsylvania","15132","Allegheny",,,"POINT (-79.857455 40.35224)",,,
"PRIMARY CARE PHARMACY SERVICES INC","2027 Lebanon Church Road",,,"West Mifflin","Pennsylvania","15122","Allegheny",,,"POINT (-79.949494 40.348056)",,,
"RITE AID STORE #11117","1500 GARRETT ROAD",,,"UPPER DARBY","Pennsylvania","19082","Delaware",,,"POINT (-75.274425 39.955048)",,,
"RITE AID STORE #02442","950 EAST BALTIMORE PIKE",,,"YEADON","Pennsylvania","19050","Delaware",,,"POINT (-75.25694 39.940962)",,,
"RITE AID STORE #00264","375 PHILADELPHIA STREET",,,"INDIANA","Pennsylvania","15701","Indiana",,,"POINT (-79.145037 40.622848)",,,
"Giant Eagle Pharmacy-18","1671 Butler Plank Road",,,"Glenshaw","Pennsylvania","15116","Allegheny",,,"POINT (-79.963497 40.537468)",,,
"RITE AID STORE #11105","832 NORTH LANSDOWNE AVE.",,,"DREXEL HILL","Pennsylvania","19026","Delaware",,,"POINT (-75.287449 39.958796)",,,
"GIANT PHARMACY-6336","3926 LINDEN STREET",,,"BETHLEHEM","PA","18020","Northampton",,,"POINT (-75.344906 40.674166)",,,
"Walmart Store #2480","777 OLD WILLOW AVE",,,"HONESDALE","Pennsylvania","18431","Wayne",,,"POINT (-75.224459 41.555169)",,,
"GIANT PHARMACY-6255","801 SOUTH 25TH STREET",,,"EASTON","PA","18045","Northampton",,,"POINT (-75.24666 40.677356)",,,
"Weis Pharmacy-173","693 Lombard Road",,,"Red Lion","PA","17356","York",,,"POINT (-76.630496 39.915349)",,,
"RITE AID STORE #00230","200 NORTH ANTRIM WAY",,,"GREENCASTLE","Pennsylvania","17225","Franklin",,,"POINT (-77.72873 39.794423)",,,
"Giant Eagle Pharmacy-4093","2501 West 12th St.",,,"Erie","Pennsylvania","16505","Erie",,,"POINT (-80.137229 42.102887)",,,
"Walmart Store #2049","2600 PLANK RD",,,"Altoona","Pennsylvania","16601","Blair",,,"POINT (-78.408745 40.455462)",,,
"Family First Health-George Street Center","116 South George Street","200",,"York","Pennsylvania","17401","York","500","2021-04-13T00:00:00.000","POINT (-76.726805 39.960757)",,,
"CVS/pharmacy02002","7 Fox Run Lane, Route 209",,,"E. Stroudsburg","Pennsylvania","18302","Monroe",,,,,,
"Family Pharmacy of Olyphant","110 Delaware Ave",,,"Olyphant","Pennsylvania","18447","Lackawanna",,,"POINT (-75.603268 41.469251)",,,
"MOUNT NITTANY MEDICAL CENTER","PHARMACY DEPT",,"1800 EAST PARK AVENUE","State College","Pennsylvania","16803","Centre","1170","2021-04-13T00:00:00.000",,,,
"Giant Eagle Pharmacy-63","Murray Ave. & Loretta St.",,,"Pittsburgh","Pennsylvania","15217","Allegheny",,,"POINT (-79.928869 40.42193)",,,
"RITE AID STORE #10917","4111 WILLIAM PENN HWY.",,,"MONROEVILLE","Pennsylvania","15146","Allegheny",,,"POINT (-79.767835 40.438831)",,,
"GIANT PHARMACY-6105","350 SCARLET ROAD","SUITE 220",,"KENNETT SQUARE","PA","19348","Chester",,,"POINT (-75.730148 39.840536)",,,
"CVS/pharmacy05090","551 Harrisburg Ave",,,"Lancaster","Pennsylvania","17604","Lancaster",,,"POINT (-76.317907 40.049989)",,,
"Med-Fast Pharmacy","2003 Sheffield Road",,,"Aliquippa","Pennsylvania","15001","Beaver",,,"POINT (-80.275823 40.607538)",,,
"RITE AID STORE #01081","710 BURMONT ROAD",,,"DREXEL HILL","Pennsylvania","19026","Delaware",,,"POINT (-75.308581 39.949833)",,,
"Walmart Store #2588","100 WALMART DR",,,"NORTH VERSAILLES","Pennsylvania","15137","Allegheny",,,"POINT (-79.82282 40.386483)",,,
"CVS/pharmacy02514","702 Chester Pike",,,"Sharon Hill","Pennsylvania","19079","Delaware",,,"POINT (-75.268276 39.912027)",,,
"RITE AID STORE #01548","610 BROAD STREET",,,"NEW BETHLEHEM","Pennsylvania","16242","Clarion",,,"POINT (-79.326354 41.002323)",,,
"Lansdale Hospital","100 Medical Campus Drive",,,"Lansdale","Pennsylvania","19446","Montgomery","300","2021-04-13T00:00:00.000","POINT (-75.271523 40.2512)",,,
"FPC-Mill Hall Family Practice Center","7133 Nittany Valley Drive",,,"Mill Hall","Pennsylvania","17751","Clinton","200","2021-04-13T00:00:00.000","POINT (-77.489442 41.064719)",,,
"Sav-On Pharmacy #192","39 Leopard Rd",,,"Paoli","Pennsylvania","19301","Chester",,,"POINT (-75.476216 40.039781)",,,
"Walgreens Store # 7740","52 Chester Pike",,,"Darby","Pennsylvania","19023","Delaware",,,"POINT (-75.26461 39.916767)",,,
"Whitehall Medical Associates","525 5th Street",,,"Whitehall","Pennsylvania","18052","Lehigh","700","2021-04-13T00:00:00.000","POINT (-75.472478 40.628873)",,,
"Tyrone Hospital","187 Hospital Drive",,,"Tyrone","Pennsylvania","16686","Blair","200","2021-04-13T00:00:00.000","POINT (-78.252302 40.674843)",,,
"CVS/pharmacy02495","751 West Lancaster Avenue",,,"Downingtown","Pennsylvania","19335","Chester",,,"POINT (-75.723402 39.999199)",,,
"RITE AID STORE #01955","""674 ROUTE 196, STE 14""",,,"TOBYHANNA","Pennsylvania","18466","Monroe",,,,,,
"CVS/pharmacy02348","3440  Forbes Avenue",,,"Pittsburgh","Pennsylvania","15213","Allegheny",,,"POINT (-79.959948 40.439412)",,,
"The Medicine Shoppe-Boyertown","2 E. Philadelphia Avenue",,,"Boyertown","Pennsylvania","19512","Berks","2670","2021-04-13T00:00:00.000","POINT (-75.637151 40.333497)",,,
