"store_name","address_1","city","county","state","zip_code","vaccine","date","doses","georeferenced_latitude_longitude"
"Weis Markets Inc","740 S Broad Street","Lititz","Lancaster","PA","17543","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-76.304085 40.141669)"
"Walgreens Drug Store","600 Gap Newport Pike","Avondale","Chester","PA","19311","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-75.793777 39.834461)"
"Rite Aid 01495","101 East Shirley Street","Mt Union","Huntingdon","PA","17066","Moderna Vaccine","2021-04-13T00:00:00.000","200","POINT (-77.879633 40.382688)"
"Weis Markets Inc","224 N Logan Blvd","Burnham","Mifflin","PA","17009","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-77.570555 40.63251)"
"Rite Aid 02382","163 West 26th Street","Erie","Erie","PA","16508","Moderna Vaccine","2021-04-13T00:00:00.000","200","POINT (-80.076863 42.110716)"
"Rite Aid 01894","2901 Carlisle Road","Dover","York","PA","17315","Moderna Vaccine","2021-04-13T00:00:00.000","200","POINT (-76.814625 39.981991)"
"Rite Aid 11116","3599 West Chester Pike","Newtown Square","Delaware","PA","19073","Pfizer Vaccine","2021-04-13T00:00:00.000","1170","POINT (-75.398606 39.986648)"
"Rite Aid 11015","821 East Bishop Street","Bellefonte","Centre","PA","16823","Moderna Vaccine","2021-04-13T00:00:00.000","200","POINT (-77.76299 40.913783)"
"Weis Markets Inc","725 Columbia Blvd","Bloomsburg","Columbia","PA","17815","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-76.443344 41.002738)"
"Weis Markets Inc","339 W Walnut Street","Shamokin","Northumberland","PA","17872","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-76.561627 40.789843)"
"Weis Markets Inc","1500 Cedar Crest Blvd","Allentown","Lehigh","PA","18104","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-75.533056 40.612999)"
"Rite Aid 02277","1799 Third Street","Beaver","Beaver","PA","15009","Moderna Vaccine","2021-04-13T00:00:00.000","200",
"Weis Markets Inc","441 W Main Street","Mount Joy","Lancaster","PA","17552","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-76.515231 40.112701)"
"Rite Aid 07850","620 E Allegheny Avenue","Emporium","Cameron","PA","15834","Moderna Vaccine","2021-04-13T00:00:00.000","200","POINT (-78.223836 41.509004)"
"Weis Markets Inc","1130 Mae Street","Hummelstown","Dauphin","PA","17036","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-76.686782 40.270989)"
"Giant Eagle Inc.","110 S. Martin St","Titusville","Crawford","PA","16354","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-79.671596 41.626136)"
"Wegmans Food Markets Inc.","1315 Cold Spring Road","Scranton","Lackawanna","PA","18508","Moderna Vaccine","2021-04-13T00:00:00.000","100",
"Brownsville Family Pharmacy","27 Market Street","Brownsville","Fayette","PA","15417","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-79.887144 40.022042)"
"Weis Markets Inc","3369 Route 100","Macungie","Lehigh","PA","18062","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-75.563144 40.518631)"
"Giant Eagle Inc.","9901 Mountainview Drive","West Mifflin","Allegheny","PA","15122","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-79.954088 40.340206)"
"Rite Aid 01398","1 East High Street","Union City","Erie","PA","16438","Moderna Vaccine","2021-04-13T00:00:00.000","200","POINT (-79.845023 41.899611)"
"Walgreens Drug Store","3300 Dekalb Pike","Norristown","Montgomery","PA","19401","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-75.308135 40.147932)"
"Giant Eagle Inc.","105 Robertson Street","West Newton","Westmoreland","PA","15089","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-79.763928 40.218463)"
"Rite Aid 04682","100 William Marks Drive","Munhall","Allegheny","PA","15120","Moderna Vaccine","2021-04-13T00:00:00.000","200","POINT (-79.903398 40.409881)"
"Rite Aid 12999","301 Eisenhower Drive","Hanover","York","PA","17331","Moderna Vaccine","2021-04-13T00:00:00.000","200","POINT (-76.98797 39.825231)"
"Giant Eagle Inc.","2501 West 12th St.","Erie","Erie","PA","16505","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-80.137229 42.102887)"
"Rite Aid 11019","818 Us Route 15 North","Dillsburg","York","PA","17019","Moderna Vaccine","2021-04-13T00:00:00.000","200","POINT (-77.021096 40.129688)"
"Rite Aid 03447","126 W. Main Street","Grove City","Mercer","PA","16127","Moderna Vaccine","2021-04-13T00:00:00.000","200","POINT (-80.087783 41.157328)"
"Walgreens Drug Store","5956 Centre Ave","Pittsburgh","Allegheny","PA","15206","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-79.926684 40.45946)"
"Weis Markets Inc","1100 N Fourth Street","Sunbury","Northumberland","PA","17801","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-76.784799 40.873019)"
"Walmart Pharmacy #3564","2101 Blair Mill Rd","Willow Grove","Montgomery","PA","19090","Pfizer Vaccine","2021-04-13T00:00:00.000","1170","POINT (-75.143069 40.156956)"
"Rite Aid 10975","201 West Mahoning Street","Punxsutawney","Jefferson","PA","15767","Moderna Vaccine","2021-04-13T00:00:00.000","200","POINT (-78.972842 40.943165)"
"Rite Aid 10908","5990 University Blvd Ste30","Moon Township","Allegheny","PA","15108","Pfizer Vaccine","2021-04-13T00:00:00.000","1170","POINT (-80.218038 40.519528)"
"Walgreens Drug Store","280 New Castle Rd","Butler","Butler","PA","16001","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-79.939763 40.87299)"
"Bills Shop Rite Phcy 416","3430 Route 940 Suite 102","Mount Pocono","Monroe","PA","18344","Moderna Vaccine","2021-04-13T00:00:00.000","100",
"Rite Aid 01548","610 Broad Street","New Bethlehem","Clarion","PA","16242","Moderna Vaccine","2021-04-13T00:00:00.000","200","POINT (-79.326354 41.002323)"
"Giant Eagle Inc.","2001 Lincoln Way","White Oak","Allegheny","PA","15131","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-79.804248 40.334352)"
"Rite Aid 00866","501 South 29th St Ste a","Harrisburg","Dauphin","PA","17104","Moderna Vaccine","2021-04-13T00:00:00.000","200","POINT (-76.84129 40.267215)"
"Giant Eagle Inc.","100 Settlers Ridge Center Dr","Pittsburgh","Allegheny","PA","15205","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-80.151871 40.441492)"
"Rite Aid 02478","129 East Centre Street","Ashland","Schuylkill","PA","17921","Moderna Vaccine","2021-04-13T00:00:00.000","200","POINT (-76.331842 40.783757)"
"Rite Aid 11062","3382 Route 940","Mount Pocono","Monroe","PA","18344","Moderna Vaccine","2021-04-13T00:00:00.000","200","POINT (-75.361168 41.126096)"
"Weis Markets Inc","600 Hunter Hwy","Tunkhannock","Wyoming","PA","18657","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-75.948453 41.529231)"
"Weis Markets Inc","Route 611 Tannersville Plaza","Tannersville","Monroe","PA","18372","Moderna Vaccine","2021-04-13T00:00:00.000","100",
"Giant Eagle Inc.","8901 State Route 30","North Huntingdon","Westmoreland","PA","15642","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-79.688713 40.319217)"
"Walgreens Drug Store","30 Pine Creek Rd","Wexford","Allegheny","PA","15090","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-80.043468 40.586808)"
"Walgreens Drug Store","379 North St","Meadville","Crawford","PA","16335","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-80.147577 41.640319)"
"Rite Aid 10994","135 South Market Street","New Wilmington","Lawrence","PA","16142","Moderna Vaccine","2021-04-13T00:00:00.000","200","POINT (-80.333109 41.121605)"
"Weis Markets Inc","441 W Main Street","Mount Joy","Lancaster","PA","17552","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-76.515231 40.112701)"
"Rite Aid 06738","1201 Blair St","Hollidaysburg","Blair","PA","16648","Moderna Vaccine","2021-04-13T00:00:00.000","200","POINT (-78.38275 40.430435)"
"Giant Eagle Inc.","9125 W Ridge Road","Girard","Erie","PA","16417","Moderna Vaccine","2021-04-13T00:00:00.000","100",
"Cvs Store #01921","1310 York Rd.","Gettysburg","Adams","PA","17325","Pfizer Vaccine","2021-04-13T00:00:00.000","1170","POINT (-77.200296 39.844518)"
"Giant Eagle Inc.","223 Grove City Rd.","Slippery Rock","Butler","PA","16057","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-80.051839 41.070254)"
"Weis Markets Inc","2150 Bumble Bee Hollow Rd","Mechanicsburg","Cumberland","PA","17055","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-76.985573 40.175475)"
"Rite Aid 04284","3601 Walnut Street","Harrisburg","Dauphin","PA","17109","Moderna Vaccine","2021-04-13T00:00:00.000","200","POINT (-76.836931 40.288332)"
"Redner's Markets Inc","191 Manheim Rd","Schuylkill Haven","Schuylkill","PA","17972","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-76.160512 40.643212)"
"Rite Aid 02768","54 North Main Street","Carbondale","Lackawanna","PA","18407","Moderna Vaccine","2021-04-13T00:00:00.000","200","POINT (-75.501494 41.573878)"
"Weis Markets Inc","1424 Baltimore Street","Hanover","York","PA","17331","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-76.960405 39.772281)"
"Weis Markets Inc","1112 W Wyomissing Blvd","Reading","Berks","PA","19609","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-75.992993 40.314727)"
"Weis Markets Inc","331 N Reading Road","Ephrata","Lancaster","PA","17522","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-76.176401 40.191936)"
"Walgreens Drug Store","100 Cavasina Dr","Canonsburg","Washington","PA","15317","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-80.174424 40.262552)"
"Wegmans Food Markets Inc.","2000 Crossings Blvd","Lancaster","Lancaster","PA","17601","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-76.34046 40.05909)"
"Newhard Pharmacy Ltc","1001a Main Street","Northampton","Northampton","PA","18067","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-75.4889 40.679147)"
"Wegmans Food Markets Inc.","5028 West Ridge Rd.","Erie","Erie","PA","16506","Moderna Vaccine","2021-04-13T00:00:00.000","200","POINT (-80.18926 42.067991)"
"Village Pharmacy","1624 E Poland Rd","Bessemer","Lawrence","PA","16112","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-80.469431 40.975793)"
"Walgreens Drug Store","2801 Sharkys Dr","Latrobe","Westmoreland","PA","15650","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-79.389794 40.285861)"
"Rite Aid 01448","412 Broadway Street","Coraopolis","Allegheny","PA","15108","Moderna Vaccine","2021-04-13T00:00:00.000","200","POINT (-80.161093 40.516553)"
"Walmart Pharmacy #2300","250 Summit Park Dr","Pittsburgh","Allegheny","PA","15275","Pfizer Vaccine","2021-04-13T00:00:00.000","1170","POINT (-80.177235 40.448503)"
"Giant Eagle Inc.","18511 Smock Highway","Meadville","Crawford","PA","16335","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-80.167012 41.62017)"
"Rite Aid 11023","300 S. Fayette Street","Shippensburg","Cumberland","PA","17257","Moderna Vaccine","2021-04-13T00:00:00.000","200","POINT (-77.520251 40.044218)"
"Cvs Store #01611","1101 Moosic St.","Scranton","Lackawanna","PA","18505","Pfizer Vaccine","2021-04-13T00:00:00.000","1170","POINT (-75.649372 41.396588)"
"Walgreens Drug Store","112 W Steuben St","Crafton","Allegheny","PA","15205","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-80.072684 40.438916)"
"Shop Rite Phcy 439","942 West Street Road","Warminster","Bucks","PA","18974","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-75.107549 40.211168)"
"Weis Markets Inc","500 Pottsville Park Plz","Pottsville","Schuylkill","PA","17901","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-76.184329 40.698473)"
"Walmart Pharmacy #1529","2801 E Market St Bldg B","York","York","PA","17402","Pfizer Vaccine","2021-04-13T00:00:00.000","1170","POINT (-76.673255 39.975306)"
"Rite Aid 02476","101 Main Street","Ridgway","Elk","PA","15853","Moderna Vaccine","2021-04-13T00:00:00.000","200","POINT (-78.733245 41.420713)"
"Walgreens Drug Store","690 2nd Street Pike","Southampton","Bucks","PA","18966","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-75.043945 40.174033)"
"Ferri Pharmacy","3907 Old William Penn Highway","Murrysville","Westmoreland","PA","15668","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-79.697239 40.428342)"
"Rite Aid 11060","205 Center Street","Tamaqua","Schuylkill","PA","18252","Moderna Vaccine","2021-04-13T00:00:00.000","200","POINT (-75.968228 40.794871)"
"Rite Aid 07886","115 Leader Heights Road","York","York","PA","17403","Pfizer Vaccine","2021-04-13T00:00:00.000","2340","POINT (-76.705955 39.909965)"
"Giant Eagle Inc.","8080 Mcintyre Square Drive","Pittsburgh","Allegheny","PA","15237","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-80.017436 40.555768)"
"Cvs Store #01324","28 North Claude a Lord Blvd","Pottsville","Schuylkill","PA","17901","Pfizer Vaccine","2021-04-13T00:00:00.000","1170","POINT (-76.193974 40.68656)"
"Walgreens Drug Store","6906 University Blvd","Moon Township","Allegheny","PA","15108","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-80.220841 40.51735)"
"Giant Eagle Inc.","1300 Country Club Road","Monongahela","Washington","PA","15063","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-79.916074 40.171721)"
"Weis Markets Inc","1321 Blue Valley Drive","Pen Argyl","Northampton","PA","18072","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-75.236443 40.87292)"
"Rite Aid 10998","165 Butler Road","Kittanning","Armstrong","PA","16201","Moderna Vaccine","2021-04-13T00:00:00.000","200","POINT (-79.526273 40.805759)"
"Weis Markets Inc","1916 Lycoming Creek Road","Williamsport","Lycoming","PA","17701","Moderna Vaccine","2021-04-13T00:00:00.000","200","POINT (-77.043559 41.255188)"
"Rite Aid 01450","601 Delaware Avenue","Palmerton","Carbon","PA","18071","Moderna Vaccine","2021-04-13T00:00:00.000","200","POINT (-75.601388 40.805111)"
"Cvs Store #01616","960 Wyoming Ave.","Exeter","Luzerne","PA","18643","Pfizer Vaccine","2021-04-13T00:00:00.000","1170","POINT (-75.8108 41.324494)"
"Weis Markets Inc","600 Hunter Hwy","Tunkhannock","Wyoming","PA","18657","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-75.948453 41.529231)"
"Rite Aid 01640","910 West Broadway","Red Lion","York","PA","17356","Moderna Vaccine","2021-04-13T00:00:00.000","200","POINT (-76.621664 39.896567)"
"Rite Aid 06733","503 Clifton Road","Bethel Park","Allegheny","PA","15102","Pfizer Vaccine","2021-04-13T00:00:00.000","1170","POINT (-80.064689 40.311975)"
"Giant Eagle Inc.","4007 Washington Rd.","Canonsburg","Washington","PA","15317","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-80.128156 40.270513)"
"Wegmans Food Markets Inc.","1405 Main St.","Warrington","Bucks","PA","18976","Pfizer Vaccine","2021-04-13T00:00:00.000","1170","POINT (-75.134192 40.230435)"
"Rite Aid 01780","1516 Jefferson Avenue","Windber","Somerset","PA","15963","Moderna Vaccine","2021-04-13T00:00:00.000","200","POINT (-78.831401 40.233993)"
"Cvs Store #02867","1937 Macdade Blvd","Folsom","Delaware","PA","19033","Pfizer Vaccine","2021-04-13T00:00:00.000","1170","POINT (-75.314247 39.896208)"
"Rite Aid 04004","2108 Macarthur Road","Whitehall","Lehigh","PA","18052","Pfizer Vaccine","2021-04-13T00:00:00.000","1170","POINT (-75.487475 40.63534)"
"Rite Aid 00264","375 Philadelphia Street","Indiana","Indiana","PA","15701","Moderna Vaccine","2021-04-13T00:00:00.000","200","POINT (-79.145037 40.622848)"
"Redner's Markets Inc","22 Forest Dr","Hegins","Schuylkill","PA","17938","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-76.516487 40.650206)"
"Giant Eagle Inc.","881 Hills Plaza","Ebensburg","Cambria","PA","15931","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-78.75919 40.469523)"
"Rite Aid 11166","1140 Town Square Rd","Pottstown","Chester","PA","19465","Moderna Vaccine","2021-04-13T00:00:00.000","200","POINT (-75.65891 40.223475)"
"Giant Eagle Inc.","9901 Mountainview Drive","West Mifflin","Allegheny","PA","15122","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-79.954088 40.340206)"
"Rite Aid 01976","207 Route 6 West","Coudersport","Potter","PA","16915","Moderna Vaccine","2021-04-13T00:00:00.000","200","POINT (-78.029963 41.7671)"
"Weis Markets Inc","5140 Simpson Ferry Road","Mechanicsburg","Cumberland","PA","17055","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-76.975491 40.218958)"
"Giant Eagle Inc.","3701 Route 88","Finleyville","Washington","PA","15332","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-80.003541 40.249158)"
"Weis Markets Inc","170 Buckaroo Lane","Bellefonte","Centre","PA","16823","Moderna Vaccine","2021-04-13T00:00:00.000","200","POINT (-77.73781 40.913508)"
"Rite Aid 00721","304 Market Street","Harrisburg","Dauphin","PA","17101","Moderna Vaccine","2021-04-13T00:00:00.000","200","POINT (-76.880585 40.260952)"
"Giant Eagle Inc.","40 White St","Brookville","Jefferson","PA","15825","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-79.08416 41.159774)"
"Giant Eagle Inc.","200 Tarentum Bridge Road","New Kensington","Westmoreland","PA","15068","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-79.751001 40.590244)"
"Walgreens Drug Store","2460 Memorial Hwy","Dallas","Luzerne","PA","18612","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-75.977046 41.341068)"
"Rite Aid 01925","210 9th Street","Glassport","Allegheny","PA","15045","Moderna Vaccine","2021-04-13T00:00:00.000","200","POINT (-79.892061 40.321055)"
"Rite Aid 01887","2103 N. Third Street","Harrisburg","Dauphin","PA","17110","Moderna Vaccine","2021-04-13T00:00:00.000","200","POINT (-76.895955 40.279494)"
"Wegmans Food Markets Inc.","6143 Peach Street","Erie","Erie","PA","16509","Moderna Vaccine","2021-04-13T00:00:00.000","200","POINT (-80.093592 42.060834)"
"Wellness Pharmacy Services Llc","1427 Horsham Road","North Wales","Montgomery","PA","19454","Pfizer Vaccine","2021-04-13T00:00:00.000","1170","POINT (-75.20773 40.225139)"
"See-right Pharmacy","2647 North 6th Street","Harrisburg","Dauphin","PA","17110","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-76.894576 40.289845)"
"Rite Aid 06739","1365 Logan Avenue","Tyrone","Blair","PA","16686","Moderna Vaccine","2021-04-13T00:00:00.000","200","POINT (-78.237732 40.67559)"
"Giant Eagle Inc.","8901 State Route 30","North Huntingdon","Westmoreland","PA","15642","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-79.688713 40.319217)"
"Weis Markets Inc","5580 Crawford Drive","Bethlehem","Northampton","PA","18017","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-75.389087 40.673466)"
"Rite Aid 02693","44 Kings Village","Minersville","Schuylkill","PA","17954","Moderna Vaccine","2021-04-13T00:00:00.000","200","POINT (-76.254027 40.68162)"
"Giant Eagle Inc.","4810 Old William Penn Highway","Export","Westmoreland","PA","15632","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-79.662289 40.423604)"
"Smartmed Prescription Center","233 E High St","Carlisle","Cumberland","PA","17013","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-77.183011 40.200964)"
"Rite Aid 01496","508 East Second Street","Oil City","Venango","PA","16301","Moderna Vaccine","2021-04-13T00:00:00.000","200","POINT (-79.705224 41.426891)"
"Weis Markets Inc","552 State Street","Hamburg","Berks","PA","19526","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-75.980249 40.556146)"
"Walgreens Drug Store","2055 Old Washington Pike","Carnegie","Allegheny","PA","15106","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-80.09033 40.388045)"
"Giant Eagle Inc.","1705 S Braddock Avenue","Pittsburgh","Allegheny","PA","15218","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-79.888395 40.42516)"
"Rite Aid 04415","14 Fifth Street","Williamsport","Lycoming","PA","17701","Moderna Vaccine","2021-04-13T00:00:00.000","200","POINT (-77.004079 41.243659)"
"Sav-on Pharmacy","39 Leopard Rd","Paoli","Chester","PA","19301","Moderna Vaccine","2021-04-13T00:00:00.000","200","POINT (-75.476216 40.039781)"
"Cvs Store #02321","744 Wertzville Rd","Enola","Cumberland","PA","17025","Pfizer Vaccine","2021-04-13T00:00:00.000","1170","POINT (-76.946718 40.287653)"
"Rite Aid 01830","77 Reuters Boulevard","Towanda","Bradford","PA","18848","Moderna Vaccine","2021-04-13T00:00:00.000","200","POINT (-76.450216 41.783144)"
"Giant Eagle Inc.","155 Towne Centre Drive","Wexford","Allegheny","PA","15090","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-80.054409 40.631533)"
"Rite Aid 00793","1927 Atherton Street","State College","Centre","PA","16801","Moderna Vaccine","2021-04-13T00:00:00.000","200","POINT (-77.832123 40.78498)"
"Walgreens Drug Store","2646 Darlington Rd","Beaver Falls","Beaver","PA","15010","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-80.380868 40.775376)"
"Professional Pharmacy & Convalescen","920 N Charlotte Street","Pottstown","Montgomery","PA","19464","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-75.633636 40.259756)"
"Rite Aid 11040","2269 Schoenersville Road","Bethlehem","Northampton","PA","18017","Moderna Vaccine","2021-04-13T00:00:00.000","200","POINT (-75.401073 40.641138)"
"Giant Eagle Inc.","117 S. Walnut Street","Ligonier","Westmoreland","PA","15658","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-79.244318 40.245944)"
"Giant Eagle Inc.","155 Towne Centre Drive","Wexford","Allegheny","PA","15090","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-80.054409 40.631533)"
"Rite Aid 10888","2302 Sheffield Road","Aliquippa","Beaver","PA","15001","Moderna Vaccine","2021-04-13T00:00:00.000","200","POINT (-80.281196 40.606506)"
"Dubois Drug and Wellness","700 S Brady St","Dubois","Clearfield","PA","15801","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-78.771156 41.109337)"
"Rite Aid 07861","3145 Main Street","Morgantown","Berks","PA","19543","Moderna Vaccine","2021-04-13T00:00:00.000","200","POINT (-75.890344 40.15519)"
"Weis Markets Inc","Route 611 Tannersville Plaza","Tannersville","Monroe","PA","18372","Moderna Vaccine","2021-04-13T00:00:00.000","100",
"Cvs Store #01942","413 Rr 1, Rte 611","Tannersville","Monroe","PA","18372","Pfizer Vaccine","2021-04-13T00:00:00.000","1170",
"Weis Markets Inc","316 Walnut Street","Newport","Perry","PA","17074","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-77.133362 40.4781)"
"Giant Eagle Inc.","331 Washington Road","Washington","Washington","PA","15301","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-80.225499 40.185646)"
"Redner's Markets Inc","22 Forest Dr","Hegins","Schuylkill","PA","17938","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-76.516487 40.650206)"
"Rite Aid 11082","801 Grow Avenue","Montrose","Susquehanna","PA","18801","Moderna Vaccine","2021-04-13T00:00:00.000","200","POINT (-75.863305 41.837626)"
"Rite Aid 11059","1241 Blakeslee Blvd. Dr. S#2","Lehighton","Carbon","PA","18235","Moderna Vaccine","2021-04-13T00:00:00.000","200","POINT (-75.732829 40.815924)"
"Giant Eagle Inc.","132 Ben Avon Heights Road","Pittsburgh","Allegheny","PA","15237","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-80.070318 40.522928)"
"Rite Aid 10958","1396 West Chestnut St.","Washington","Washington","PA","15301","Moderna Vaccine","2021-04-13T00:00:00.000","200","POINT (-80.273725 40.164758)"
"Rite Aid 07878","1050 Northern Blvd","Clarks Summit","Lackawanna","PA","18411","Pfizer Vaccine","2021-04-13T00:00:00.000","1170","POINT (-75.693165 41.484878)"
"Weis Markets Inc","365 S Cedar Crest Blvd","Allentown","Lehigh","PA","18103","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-75.522336 40.582536)"
"Giant Eagle Inc.","230 Rodi Rd.","Pittsburgh","Allegheny","PA","15235","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-79.824082 40.462001)"
"Giant Eagle Inc.","910 Freeport Rd.","Pittsburgh","Allegheny","PA","15238","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-79.891708 40.486745)"
"Walgreens Drug Store","133 W 8th Ave","Homestead","Allegheny","PA","15120","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-79.912842 40.405519)"
"Weis Markets Inc","3369 Route 100","Macungie","Lehigh","PA","18062","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-75.563144 40.518631)"
"Hyde Drug Store","2412 Wilmington Rd","New Castle","Lawrence","PA","16105","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-80.353731 41.026174)"
"Rite Aid 00170","128 N Courtland Street","East Stroudsburg","Monroe","PA","18301","Moderna Vaccine","2021-04-13T00:00:00.000","200","POINT (-75.183088 41.002307)"
"Giant Eagle Inc.","4007 Washington Rd.","Canonsburg","Washington","PA","15317","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-80.128156 40.270513)"
"Weis Markets Inc","1020 Northern Blvd","Clarks Summit","Lackawanna","PA","18411","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-75.691927 41.483966)"
"Wegmans Food Markets Inc.","50 Foundry Way","Malvern","Chester","PA","19355","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-75.521471 40.048628)"
"Weis Markets Inc","1220 Chestnut Street","Emmaus","Lehigh","PA","18049","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-75.508959 40.527622)"
"Weis Markets Inc","801 Loyalsock Ave","Montoursville","Lycoming","PA","17754","Moderna Vaccine","2021-04-13T00:00:00.000","100",
"Weis Markets Inc","1199 Texas Palmyr Hwy Suite N","Honesdale","Wayne","PA","18431","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-75.226484 41.553287)"
"Giant Eagle Inc.","4110 Brighton Rd.","Pittsburgh","Allegheny","PA","15212","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-80.044225 40.489746)"
"Walgreens Drug Store","30 W Ridge Pike","Linfield","Montgomery","PA","19468","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-75.501548 40.216037)"
"Rite Aid 11002","1020 Liberty Street","Franklin","Venango","PA","16323","Moderna Vaccine","2021-04-13T00:00:00.000","200","POINT (-79.825716 41.393751)"
"Rite Aid 02380","975 Market Street","Meadville","Crawford","PA","16335","Moderna Vaccine","2021-04-13T00:00:00.000","200","POINT (-80.154203 41.636692)"
"Weis Markets Inc","73 Old Dublin Pike","Doylestown","Bucks","PA","18901","Moderna Vaccine","2021-04-13T00:00:00.000","200","POINT (-75.13275 40.323286)"
"Weis Markets Inc","552 State Street","Hamburg","Berks","PA","19526","Moderna Vaccine","2021-04-13T00:00:00.000","100","POINT (-75.980249 40.556146)"
