"clinic_name","street_address","city","state","zip_code","county_name","last_updated","clinic_website","phone_number","volume_ordered","federal_allocation","georeferenced_latitude_longitude","total_pfizer_ordered","total_moderna_ordered","total_janssen_ordered"
"CVS/pharmacy01582","115 Northumberland Street","Danville","Pennsylvania","17821","Montour","2021-05-03T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine","1-800-746-7287",,"true","POINT (-76.618842 40.964946)",,,
"Mauch Chunk Pharmacy","1204 North Street","Jim Thorpe","Pennsylvania","18229","Carbon","2021-05-03T00:00:00.000","https://covid-19schedulinglink.as.me/vaccine","717-323-8230",,"false","POINT (-75.726208 40.881724)",,,
"RITE AID STORE #03447","126 W MAIN STREET","Grove City","Pennsylvania","16127","Mercer","2021-03-22T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-80.087881 41.157301)",,,
"Forest Hills Pharmacy Inc","552 LOCUST STREET","Saint Michael","Pennsylvania","15951","Cambria","2021-05-03T00:00:00.000","https://carepharmacies.com/pharmacy/forest-hills-pharmacy/","866-274-2196","500","false","POINT (-78.771731 40.338256)","0","500","0"
"Gladwyne Pharmacy","352 Righters Mill Road","Gladwyne","Pennsylvania","19035","Montgomery","2021-05-03T00:00:00.000","https://www.gladwynepharmacy.com/","610-649-1100","100","false","POINT (-75.280217 40.037533)","0","100","0"
"Kids Plus Pediatrics PC-PLH","810 Clairton Blvd.","Pittsburgh","Pennsylvania","15236","Allegheny","2021-05-03T00:00:00.000","https://kidspluspgh.com/","412-466-5004","200","false","POINT (-79.944064 40.325127)","0","200","0"
"Chester County Vaccine Clinic","295 Hurley Road","Coatesville","Pennsylvania","19320","Chester","2021-04-13T00:00:00.000","https://chesterpaprod.service-now.com/vam","610-344-6225",,"false","POINT (-75.794014 40.013702)",,,
"CVS/pharmacy00813","1034 Second Street Pike","Richboro","Pennsylvania","18954","Bucks","2021-04-07T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine",,,"true","POINT (-75.010559 40.2167)",,,
"RITE AID STORE #03609","415 EAST QUEEN STREET","CHAMBERSBURG","Pennsylvania","17201","Franklin","2021-04-07T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-77.653972 39.934948)",,,
"Giant Eagle Pharmacy-77","254 Yost Blvd.","Pittsburgh","Pennsylvania","15221","Allegheny","2021-04-19T00:00:00.000","https://www.gianteagle.com/covidvaccine",,,"true","POINT (-79.854621 40.41342)",,,
"RITE AID STORE #01197","446 WEST MAIN STREET","MONONGAHELA","Pennsylvania","15063","Washington","2021-04-26T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-79.927724 40.203744)",,,
"CVS/pharmacy17618","6231 PENN AVE","PITTSBURGH","PA","152063978","Allegheny","2021-04-13T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine",,,"true","POINT (0 0)",,,
"RITE AID STORE #01854","1709 LIBERTY STREET","ERIE","Pennsylvania","16502","Erie","2021-04-07T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-80.095364 42.112995)",,,
"CVS/pharmacy01193","835 Old York Road","Jenkintown","Pennsylvania","19046","Montgomery","2021-04-13T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine",,,"true","POINT (-75.124118 40.106096)",,,
"RITE AID STORE #11100","244 COMMERCE CIRCLE","BRISTOL","Pennsylvania","19007","Bucks","2021-03-29T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-74.871648 40.102548)",,,
"RITE AID STORE #03527","155 CHARTIERS AVENUE","MCKEES ROCKS","Pennsylvania","15136","Allegheny","2021-04-13T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-80.058165 40.464546)",,,
"Chester County Vaccine Clinic","12 E Locust Street","Oxford","Pennsylvania","19363","Chester","2021-04-07T00:00:00.000","https://chesterpaprod.service-now.com/vam","610-344-6225",,"false","POINT (-75.983168 39.782849)",,,
"Walmart Store #5356","300 RESORT PLAZA DR","BLAIRSVILLE","Pennsylvania","15717","Indiana","2021-05-03T00:00:00.000","https://www.walmart.com/cp/1228302","833-886-0023",,"true","POINT (-79.226937 40.442852)",,,
"Walmart Store #1770","20245 ROUTE 19","CRANBERRY TWP","Pennsylvania","16066","Butler","2021-04-26T00:00:00.000","https://www.walmart.com/cp/1228302",,,"false","POINT (-80.102219 40.687721)",,,
"Walgreens Store # 9804","180 W. Main St.","Uniontown","Pennsylvania","15401","Fayette","2021-04-07T00:00:00.000","https://www.walgreens.com/topic/findcare/coronavirus.jsp","1-800-925-4733",,"true","POINT (-79.732105 39.9012)",,,
"INNOVATIVE PHARMACY","2014 FORD ROAD","Bristol","Pennsylvania","19007","Bucks","2021-05-03T00:00:00.000","http://www.ip-rx.com/experience-ippc.aspx","877-731-5786",,"false","POINT (-74.896733 40.117073)",,,
"AHOLD USA-MARTINS PHARMACY-6292","200 E CHESTNUT AVE","ALTOONA","PA","16601","Blair","2021-05-03T00:00:00.000","https://www.martinsfoods.com/covid-19vaccine","1-844-915-1817",,"true","POINT (-78.39127 40.526222)",,,
"Sams Club Store #8161","2801 E MARKET ST","York","Pennsylvania","17402","York","2021-04-19T00:00:00.000","https://www.samsclub.com/covid",,,"true","POINT (-76.673251 39.975376)",,,
"RITE AID STORE #11025","65 NEWBERRY PARKWAY","ETTERS","Pennsylvania","17319","York","2021-04-26T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-76.81439007 40.14776858)",,,
"Chester County Vaccine Clinic","855 S New Street","West Chester","Pennsylvania","19382","Chester","2021-04-13T00:00:00.000","https://chesterpaprod.service-now.com/vam","610-344-6225",,"false","POINT (-75.602227 39.939291)",,,
"Weis Pharmacy-181","552 State St","Hamburg","Pennsylvania","19526","Berks","2021-04-19T00:00:00.000","https://c.ateb.com/8d8feb6dce7d4d598f753362d06d1e64/",,,"true","POINT (-75.980221 40.556078)",,,
"CVS/pharmacy01626","30 East Simpson Road","Mechanicsburg","Pennsylvania","17055","Cumberland","2021-03-29T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine",,,"true","POINT (-77.00512234 40.21157433)",,,
"RITE AID STORE #03425","807 SOUTH 4TH STREET","HAMBURG","Pennsylvania","19526","Berks","2021-04-07T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.977855 40.542423)",,,
"RITE AID STORE #11038","2411 COLUMBIA BLVD","BLOOMSBURG","Pennsylvania","17815","Columbia","2021-04-26T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-76.413434 41.011354)",,,
"Walmart Store #5446","405 MURTHA DR","WAYNESBURG","Pennsylvania","15370","Greene","2021-04-19T00:00:00.000","https://www.walmart.com/cp/1228302",,,"true","POINT (-80.129703 39.895066)",,,
"RITE AID STORE #02442","950 EAST BALTIMORE PIKE","YEADON","Pennsylvania","19050","Delaware","2021-05-03T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.265414 39.935088)",,,
"CVS/pharmacy01921","1310 York Road","Gettysburg","Pennsylvania","17325","Adams","2021-04-26T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine",,,"true","POINT (-77.200176 39.844663)",,,
"RITE AID STORE #02769","100 FRANKLIN STREET","MERCER","Pennsylvania","16137","Mercer","2021-05-03T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-80.239858 41.230068)",,,
"RITE AID STORE #06740","3106 E PLEASANT VALLEY BLVD","Altoona","Pennsylvania","16601","Blair","2021-03-29T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-78.321569 40.596627)",,,
"Pottstown Discount Pharmacy","1501 E HIGH ST","Pottstown","Pennsylvania","19464","Montgomery","2021-05-03T00:00:00.000",,"484-644-3120","1170","false","POINT (-75.615469 40.24407)","1170","0","0"
"Giant Eagle Pharmacy-95","18511 Smock Highway","Meadville","Pennsylvania","16335",,"2021-03-17T00:00:00.000","https://www.gianteagle.com/covidvaccine",,,"true","POINT (-80.167041 41.620104)",,,
"RITE AID STORE #11143","3807 LINCOLN HIGHWAY","DOWNINGTOWN","Pennsylvania","19335","Chester","2021-04-07T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.744969 39.996244)",,,
"RITE AID STORE #10907","2100 WASHINGTON PIKE","CARNEGIE","Pennsylvania","15106","Allegheny","2021-04-13T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-80.091038 40.387663)",,,
"Montgomery County Office of Public Health Vaccination Clinics","340 Dekalb Pike","Blue Bell","Pennsylvania","19422","Montgomery","2021-04-07T00:00:00.000","https://vaccine.montcopa.org/","833-875-3967",,"false","POINT (-75.277759 40.179364)",,,
"VDI-Lenox Pharmacy","5879 SR 92","Kingsley","Pennsylvania","18826","Susquehanna","2021-04-26T00:00:00.000","http://www.lenox-pharmacy.com/","570-222-5005","200","false","POINT (-75.7412363 41.7442101)","0","200","0"
"RITE AID STORE #10941","PITTSBURGH INTL AIRPORT","Pittsburgh","Pennsylvania","15231","Allegheny","2021-04-26T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-80.2324813 40.4925467)",,,
"Quik Stop Pharmacy of Barley Station Inc","3506 E Lincoln Highway","Thorndale","Pennsylvania","19372","Chester","2021-04-26T00:00:00.000","https://www.qstoppharmacy.com","610-384-6100","100","false","POINT (-75.7611329 39.9941706)","0","100","0"
"RITE AID STORE #03447","126 W MAIN STREET","Grove City","Pennsylvania","16127","Mercer","2021-05-03T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-80.087881 41.157301)",,,
"Giant Eagle Pharmacy-80","40 White St","Brookville","Pennsylvania","15825","Jefferson","2021-03-22T00:00:00.000","https://www.gianteagle.com/covidvaccine",,,"true","POINT (-79.084019 41.159862)",,,
"HlthDirect Institutional Pharm Svcs 145","23 INDUSTRIAL BLVD","Paoli","Pennsylvania","19301","Chester","2021-05-03T00:00:00.000","https://www.hdrxservices.com/location/paoli/",,,"true","POINT (-75.502291 40.046187)",,,
"Aspire Health Concepts Inc","49 Prince Street","Harrisburg","Pennsylvania","17109","Dauphin","2021-05-03T00:00:00.000","https://aspirebetter.com/",,"2000","false","POINT (-76.810584 40.302562)","0","2000","0"
"ELFHCC-E Liberty Fam Hlth Care Ctr","6023 HARVARD ST","Pittsburgh","Pennsylvania","15206","Allegheny","2021-04-07T00:00:00.000","https://www.ELFHCC.com","412-661-1444","500","false","POINT (-79.923252 40.462871)",,,
"Yorke Pharmacy","5524 new falls road","Levittown","Pennsylvania","19056","Bucks","2021-04-26T00:00:00.000","https://www.mygnp.com/pharmacies/yorke-pharmacy-levittown-pa-19056/","215-945-5700","200","false","POINT (-74.871472 40.14314)","0","200","0"
"CVS/pharmacy05011","9 Main St.","Wellsboro","Pennsylvania","16901","Tioga","2021-04-07T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine",,,"true","POINT (-77.298294 41.750267)",,,
"CVS/pharmacy04133","520 Penn Ave","Wilkinsburg","Pennsylvania","15221","Allegheny","2021-04-19T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine",,,"true","POINT (-79.886492 40.444188)",,,
"GIANT PHARMACY-6316","1550 N MAIN ST","Dickson City","Pennsylvania","18447","Lackawanna","2021-04-26T00:00:00.000","https://www.giantfoodstores.com/covid-19vaccine","844.915.1814",,"false","POINT (-75.610627 41.469056)",,,
"RITE AID STORE #03470","580 CARBONDALE ROAD","SCOTT TOWNSHIP","Pennsylvania","18447","Lackawanna","2021-04-26T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.6112354 41.4764821)",,,
"RITE AID STORE #10984","178 POINT PLAZA","BUTLER","Pennsylvania","16001","Butler","2021-03-22T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-79.930091 40.868939)",,,
"RITE AID STORE #11029","3205 CAPE HORN ROAD","RED LION","Pennsylvania","17356","York","2021-03-29T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-76.629082 39.915764)",,,
"CVS/pharmacy17370","4220 N 5th Street Hwy","Temple","PA","195601738","Berks","2021-05-03T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine","1-800-746-7287",,"true","POINT (-75.927661 40.396969)",,,
"RITE AID STORE #00274","1700 MURRAY AVENUE","PITTSBURGH","Pennsylvania","15217","Allegheny","2021-05-03T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-79.923086 40.438043)",,,
"AFC Urgent Care Warrington","781 Easton Rd","Warrington","Pennsylvania","18976","Bucks","2021-04-26T00:00:00.000","https://docs.google.com/forms/d/1XOjpN3nff12HFpWfqFItQYT7ps2vKceB8zD4XfSmdMw/edit","215-874-3209","1000","false","POINT (-75.137188 40.233782)","0","1000","0"
"Price Chopper Pharmacy-135","1228 O'Neill Highway","Dunmore","Pennsylvania","18512","Lackawanna","2021-04-13T00:00:00.000","https://pricechopper.com/covidvaccine",,,"true","POINT (-75.619641 41.435367)",,,
"FPC-Watsontown Family Practice Center","12560 State Route 405","Watsontown","Pennsylvania","17777","Northumberland","2021-04-19T00:00:00.000","https://www.fpcdoctors.com/watsontown/","570-538-2501","100","false","POINT (-76.876917 41.099997)",,,
"Giant Eagle Pharmacy-53","300 Tri County Ln","Belle Vernon","Pennsylvania","15012","Fayette","2021-04-19T00:00:00.000","https://www.gianteagle.com/covidvaccine","724-929-3789",,"true","POINT (-79.841498 40.137108)",,,
"RITE AID STORE #11073","400 WEST SECOND STREET","BERWICK","Pennsylvania","18603","Columbia","2021-04-19T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-76.239317 41.05271)",,,
"RITE AID STORE #11116","3599 WEST CHESTER PIKE","NEWTOWN SQUARE","Pennsylvania","19073","Delaware","2021-04-13T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.398575 39.986712)",,,
"UPMC-CHILDRENS HOSPITAL OF PITTSBURGH","4401 Penn Avenue","Pittsburgh","Pennsylvania","15224","Allegheny","2021-04-13T00:00:00.000","https://vaccine.upmc.com/","1-844-876-2822","3510","false","POINT (-79.952919 40.466131)",,,
"VDI-Dubois Drug and Wellness","700 S Brady Street","Du Bois","Pennsylvania","15801","Clearfield","2021-05-03T00:00:00.000","https://www.duboisdrug.com","814-371-5827",,"false","POINT (-78.771154 41.109506)",,,
"Weis Pharmacy-5","2400 E. Market Street","York","PA","17402","York","2021-04-13T00:00:00.000","https://c.ateb.com/8d8feb6dce7d4d598f753362d06d1e64/",,,"true","POINT (-76.680057 39.974137)",,,
"RITE AID STORE #00218","5 EAST MAIN STREET","NANTICOKE","Pennsylvania","18634","Luzerne","2021-03-29T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-76.004855 41.205157)",,,
"Bucks County HD Doylestown Clinic","1282 Almshouse Rd","Doylestown","Pennsylvania","18901","Bucks","2021-05-03T00:00:00.000","https://buckscounty.org/government/healthservices/HealthDepartment/CoronavirusInfo/VaccineInfo","215-345-3318","8190","false","POINT (-75.132908 40.271504)","8190","0","0"
"RITE AID STORE #02380","975 MARKET STREET","MEADVILLE","Pennsylvania","16335","Crawford","2021-04-19T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-80.154016 41.636934)",,,
"RITE AID STORE #11055","1650 NORTH CEDAR CREST BLVD.","ALLENTOWN","Pennsylvania","18104",,"2021-03-17T00:00:00.000",,,,"true","POINT (-75.53383 40.614674)",,,
"RITE AID STORE #02631","170 SAXER AVENUE","SPRINGFIELD","Pennsylvania","19064","Delaware","2021-04-19T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.333589 39.9277)",,,
"Giant Eagle Pharmacy-471","475 Ben Franklin Road S","Indiana","Pennsylvania","15701","Indiana","2021-03-22T00:00:00.000","https://www.gianteagle.com/covidvaccine",,,"true","POINT (-79.191387 40.614027)",,,
"EAST NORRITON PHARMACY","215 W GERMANTOWN PIKE","East Norriton","Pennsylvania","19401","Montgomery","2021-03-22T00:00:00.000","https://eastnorritonpharmacy.com/covid-19-appointment-booking-1/","484-370-1111","1170","false","POINT (-75.323486 40.146416)",,,
"Giant Eagle Pharmacy-52","132 Ben Avon Heights Road","Pittsburgh","Pennsylvania","15237","Allegheny","2021-04-26T00:00:00.000","https://www.gianteagle.com/covidvaccine",,,"true","POINT (-80.070186 40.522822)",,,
"GIANT PHARMACY-6294","1255 CARLISLE ROAD","YORK","PA","17404","York","2021-04-26T00:00:00.000","https://www.giantfoodstores.com/covid-19vaccine","844.915.1814",,"false","POINT (-76.768808 39.964431)",,,
"RITE AID STORE #01548","610 BROAD STREET","NEW BETHLEHEM","Pennsylvania","16242","Clarion","2021-03-22T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-79.3267 41.002191)",,,
"Price Chopper Pharmacy-135","1228 O'Neill Highway","Dunmore","Pennsylvania","18512","Lackawanna","2021-04-26T00:00:00.000","https://pricechopper.com/covidvaccine",,,"true","POINT (-75.619641 41.435367)",,,
"Wegmans Pharmacy #043","600 Commerce Drive","Collegeville","Pennsylvania","19426",,"2021-03-17T00:00:00.000","https://www.wegmans.com/pharmacy/",,,"true","POINT (-75.483759 40.165526)",,,
"RITE AID STORE #01589","6375 LIBRARY ROAD","SOUTH PARK","Pennsylvania","15129","Allegheny","2021-04-13T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-80.0275 40.28963)",,,
"CVS/pharmacy01606","37 Mahoning St.","Milton","Pennsylvania","17847","Northumberland","2021-04-13T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine",,,"true","POINT (-76.855972 41.015956)",,,
"Giant Eagle Pharmacy #0023","100 Buffalo Plaza","Sarver","Pennsylvania","16055","Butler","2021-03-29T00:00:00.000","https://www.gianteagle.com/covidvaccine",,,"true","POINT (-79.725839 40.706397)",,,
"Allegheny Cnty Hlth Dept-Immunization Cl","425 1st Avenue","Pittsburgh","Pennsylvania","15219","Allegheny","2021-03-22T00:00:00.000","https://www.alleghenycounty.us/Health-Department/Health-Services/Infectious-Disease-Immunization-Program/Immunization-Clinic.aspx","412-578-8062","6340","false","POINT (-79.999576 40.436938)",,,
"Wellspan Good Samaritan Hospital","252 S 4th Street","Lebanon","Pennsylvania","17042",,"2021-03-17T00:00:00.000","https://www.wellspan.org/covid19","855-851-3641","1170","false","POINT (-76.417259 40.336005)",,,
"RITE AID STORE #10995","1851 EAST STATE STREET","HERMITAGE","Pennsylvania","16148","Mercer","2021-04-19T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-80.475948 41.233359)",,,
"RITE AID STORE #10967","6090 ROUTE 30","GREENSBURG","Pennsylvania","15601","Westmoreland","2021-04-26T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-79.5347388 40.3044978)",,,
"RITE AID STORE #04284","3601 WALNUT STREET","HARRISBURG","Pennsylvania","17109","Dauphin","2021-04-26T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-76.836911 40.288253)",,,
"Walmart Store #4404","50 NEWBERRY PKWY","ETTERS","Pennsylvania","17319","York","2021-05-03T00:00:00.000","https://www.walmart.com/cp/1228302","833-886-0023",,"true","POINT (-76.7846973 40.1470052)",,,
"GIANT PHARMACY-6534","4930 EDGEMONT AVE","BROOKHAVEN","PA","19015","Delaware","2021-04-19T00:00:00.000","https://www.giantfoodstores.com/covid-19vaccine",,,"false","POINT (-75.39647 39.877869)",,,
"CVS/pharmacy01637","205 South Market Street","Millersburg","Pennsylvania","17061","Dauphin","2021-04-13T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine",,,"true","POINT (-76.961607 40.534513)",,,
"RITE AID STORE #04990","2 KIRBY AVENUE","MOUNTAIN TOP","Pennsylvania","18707","Luzerne","2021-03-29T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.885758 41.162207)",,,
"GIANT PHARMACY-6054","455 EISENHOWER DRIVE","HANOVER","PA","17331","York","2021-04-26T00:00:00.000","https://www.giantfoodstores.com/covid-19vaccine","1.844.915.1814",,"false","POINT (-76.978168 39.825118)",,,
"RITE AID STORE #11029","3205 CAPE HORN ROAD","RED LION","Pennsylvania","17356","York","2021-04-07T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-76.629082 39.915764)",,,
"CVS/pharmacy01626","30 East Simpson Road","Mechanicsburg","Pennsylvania","17055","Cumberland","2021-04-26T00:00:00.000","https://www.cvs.com/immunizations/covid-19-vaccine",,,"true","POINT (-77.00512234 40.21157433)",,,
"Colonial Pharmacy","708 Ekastown Rd","Sarver","Pennsylvania","16055","Butler","2021-04-07T00:00:00.000","https://www.colonialpharmacy.net/","724-353-1420","500","false","POINT (-79.777838 40.712234)",,,
"RITE AID STORE #06712","100 Forbes Avenue","Pittsburgh","Pennsylvania","15222","Allegheny","2021-04-19T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-80.003547 40.440941)",,,
"RITE AID STORE #01632","20 SOUTH RIVER STREET","PLAINS","Pennsylvania","18705","Luzerne","2021-04-13T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.857553 41.277227)",,,
"RITE AID STORE #11038","2411 COLUMBIA BLVD","BLOOMSBURG","Pennsylvania","17815",,"2021-03-17T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-76.413434 41.011354)",,,
"PHN-Ebensburg Health Center","152 Zeman Drive","Ebensburg","Pennsylvania","15931","Cambria","2021-04-19T00:00:00.000","https://primary-health.net/covid-vaccine-clinic.aspx","724-699-9211","100","false","POINT (-78.758879 40.466036)",,,
"AHOLD USA-GIANT PHARMACY-6243","CEDAR CREST AND TILGHMAN","ALLENTOWN","PA","18104","Lehigh","2021-05-03T00:00:00.000","https://www.giantfoodstores.com/covid-19vaccine","844.915.1814",,"false","POINT (-75.5371705 40.6050762)",,,
"RITE AID STORE #02264","2722 WEST 9TH STREET","CHESTER","Pennsylvania","19013","Delaware","2021-04-13T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.394858 39.836118)",,,
"Internists of Central PA","108 LOWTHER ST","Lemoyne","Pennsylvania","17043","Cumberland","2021-04-26T00:00:00.000","http://www.internistsofcpa.com/","717-774-1366","200","false","POINT (-76.88423 40.245514)","0","200","0"
"Weis Pharmacy-78","15260-2 Kutztown Road","Kutztown","Pennsylvania","19530","Berks","2021-04-07T00:00:00.000","https://c.ateb.com/8d8feb6dce7d4d598f753362d06d1e64/",,,"true","POINT (-75.765671 40.528419)",,,
"Weis Pharmacy-88","1643 Manheim Pike","Lancaster","PA","17601","Lancaster","2021-04-13T00:00:00.000","https://c.ateb.com/8d8feb6dce7d4d598f753362d06d1e64/",,,"true","POINT (-76.341326 40.082506)",,,
"15toknow","250 Mall Blvd","King of Prussia","Pennsylvania","19406","Montgomery","2021-04-26T00:00:00.000","https://15toknow.com/","800-741-0457","2340","false","POINT (-75.391079 40.090913)","2340","0","0"
"GIANT PHARMACY-6464","721 W.SPROUL ROAD","SPRINGFIELD","PA","19064","Delaware","2021-04-19T00:00:00.000","https://www.giantfoodstores.com/covid-19vaccine","1.844.915.1814",,"false","POINT (-75.351737 39.935267)",,,
"Price Chopper Pharmacy-222","245 Wilkes-Barre Twp Blvd","Wilkes Barre","Pennsylvania","18702","Luzerne","2021-05-03T00:00:00.000","https://pricechopper.com/covidvaccine",,,"true","POINT (-75.861787 41.239142)",,,
"Weis Pharmacy-125","1195 Lowther Road","Camp Hill","PA","17011",,"2021-03-17T00:00:00.000","https://c.ateb.com/3f647956b456425d9c12360db8e4fdb4",,,"true","POINT (-76.896555 40.234897)",,,
"RITE AID STORE #01699","9141 RIDGE ROAD","GIRARD","Pennsylvania","16417","Erie","2021-03-29T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-80.302205 42.009745)",,,
"Walmart Store #1644","120 AJK BLVD","LEWISBURG","Pennsylvania","17837","Union","2021-03-22T00:00:00.000","https://www.walmart.com/cp/1228302",,,"false","POINT (-76.879397 40.98938)",,,
"ShopRite 422","107 Kinsley Drive","Brodheadsville","Pennsylvania","18322","Monroe","2021-04-26T00:00:00.000","https://vaccines.shoprite.com/",,,"true","POINT (-75.422151 40.920224)",,,
"GIANT PHARMACY-6120","255 CUMBERLAND PARKWAY","MECHANICSBURG","PA","17055","Cumberland","2021-04-19T00:00:00.000","https://www.giantfoodstores.com/covid-19vaccine","1.844.915.1814",,"false","POINT (-76.982393 40.193815)",,,
"Roadway Pharmacy","6858 Route 711","Seward","Pennsylvania","15954","Westmoreland","2021-04-19T00:00:00.000","https://www.roadwaypharmacy.com","814-446-5536",,"false","POINT (-79.022936 40.405864)",,,
"Giant Eagle Pharmacy #2455","3220 Leechburg Road","New Kensington","Pennsylvania","15068",,"2021-03-17T00:00:00.000","https://www.gianteagle.com/covidvaccine",,,"true","POINT (-79.709443 40.585272)",,,
"FPC-Mifflintown Family Practice Center","2813 Industrial Park Road","Mifflintown","Pennsylvania","17059","Juniata","2021-04-19T00:00:00.000",,"717-436-8283","400","false","POINT (-77.368437 40.583402)",,,
"Weis Pharmacy-31","6901 Westbranch Highway","Lewisburg","PA","17837","Union","2021-04-19T00:00:00.000","https://c.ateb.com/8d8feb6dce7d4d598f753362d06d1e64/",,,"true","POINT (-76.889704 40.974249)",,,
"RITE AID STORE #11155","1249 WEST CHESTER PIKE","WEST CHESTER","Pennsylvania","19382","Chester","2021-04-19T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.555966 39.968073)",,,
"RITE AID STORE #10967","6090 ROUTE 30","GREENSBURG","Pennsylvania","15601",,"2021-03-17T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-79.5347388 40.3044978)",,,
"RITE AID STORE #02426","39 WEST SIDE MALL","Wilkes Barre","Pennsylvania","18704","Luzerne","2021-04-19T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-75.900934 41.259128)",,,
"RITE AID STORE #03449","335 MAIN STREET","GREENVILLE","Pennsylvania","16125","Mercer","2021-03-22T00:00:00.000","https://www.riteaid.com/pharmacy/covid-qualifier",,,"true","POINT (-80.379288 41.408146)",,,
"Family First Health-George Street Center","116 South George Street","York","Pennsylvania","17401","York","2021-04-13T00:00:00.000","https://www.familyfirsthealth.org/covid-19-vaccine-info","717-356-2242","300","false","POINT (-76.726844 39.960647)",,,
"WCP Washington","95 Leonard Avenue","Washington","Pennsylvania","15301","Washington","2021-05-03T00:00:00.000","https://whs.org/covid/","724-579-1100",,"true","POINT (-80.245313 40.183479)",,,
"Giant Eagle Pharmacy-9","State Routes 30 & 66","Greensburg","Pennsylvania","15601","Westmoreland","2021-04-07T00:00:00.000","https://www.gianteagle.com/covidvaccine",,,"true","POINT (-79.5347388 40.3044978)",,,
"Monvale Primary Care-Belle Vernon","800 Plaza Drive","Belle Vernon","Pennsylvania","15012","Fayette","2021-04-19T00:00:00.000","http://www.monvalepc.com/swauger/","724-379-6850","100","false","POINT (-79.810574 40.187713)",,,
